,track_uri,track_name,track_pop,artist_uri,artist_name,artist_pop,artist_genres,album,album_uri
523,7BHRpREgFXfkn23l6wN0I4,Metendo O Louco,62,63yBOaK3N1kG2g1M5ZxBox,Mariana Fagundes,48,['sertanejo pop'],Metendo O Louco,spotify:album:1a1FsbaLEK2RtWZMfgOB71
524,6r30oJ0bFMqLypUtRoYsD8,Пронзай,53,6L5bLEtpxwd0KOdOr3gtW4,MiyaGi & Endspiel,61,"['estonian hip hop', 'russian hip hop', 'russian trap', 'uzbek pop']",NARRATIVE,spotify:album:44537K7WMywC7LTFcfpMNa
525,6kxQ5mO8YEIRLcIHJKWWcU,Supply & Demand,44,4CqzwlyoNSvoGeMk7NiMhd,AR Paisley,58,"['punjabi pop', 'toronto rap']",Supply & Demand,spotify:album:3ApvAZdo5jth2o0jb8Z7bO
526,28NzQ5KWIitLyLHPL9n6Gm,Home,34,1INuLZXjjVbcJRyWvD1iSq,Jack & Jack,56,"['pop', 'teen pop']",Home,spotify:album:4riI3YeCVOSwLg6AVlIEO3
527,0Heg7xuh81isHE7TCCLxxz,House Of Balloons / Glass Table Girls,55,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,93,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Highlights (Deluxe),spotify:album:18sR8zHx4zsVJUI4bHWuPC
528,1iMzZNgkgw5xITKIgBKh9O,Waste of Time,44,1ZrBGJWLL8NiAjgNifCy90,Smith & Thell,54,['swedish pop'],Waste of Time,spotify:album:7f39VmqaoMuEi30pYKFlh6
529,3wlxiNKc3H88q8ePyfMAOD,Lovers In A Past Life (with Rag'n'Bone Man) - Cassö Remix,61,7CajNmpbOovFoOoasH2HaY,Calvin Harris,84,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",Lovers In A Past Life (with Rag'n'Bone Man) [Cassö Remix],spotify:album:38SRp24Yc5iZsYbSfZGZKn
530,26Qg6ojZXR5GNDzi5XWWPt,American Born,43,4rjlerN21ygkIhmUv55irs,The Jesus and Mary Chain,51,"['alternative rock', 'new wave', 'noise pop', 'post-punk', 'scottish indie', 'shoegaze', 'singer-songwriter', 'uk post-punk']",Glasgow Eyes,spotify:album:537Y3cd2bKYcMTakW8b7YL
531,5X0LYMIqlHdODfelW1f66D,Your Symphony (feat. Becky Smith),52,6HQ6vf4AloXyVNdyJhrX1J,GAMPER & DADONI,64,"['german dance', 'pop dance', 'tropical house']",Your Symphony (feat. Becky Smith),spotify:album:19B9pxRhOkYfNuEE1OtfKt
532,1mqoRXYWx8z842pmq6njeH,Often,55,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,93,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Highlights (Deluxe),spotify:album:18sR8zHx4zsVJUI4bHWuPC
533,4U8jlVWLJ4DZ2MpvV81hIb,Poeirão - Ao Vivo,71,6m6e7D2TnV0aYMllFFwMxu,Guilherme & Benuto,74,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",Deu Rolo de Novo (Ao Vivo),spotify:album:5cvRAkiIj3vlPZRXvRvHxk
534,32eabywMlWaZlc66YxEklM,Places I Belong,37,6fcTRFpz0yH79qSKfof7lp,Seven Lions,57,"['brostep', 'complextro', 'dubstep', 'edm', 'electro house', 'melodic dubstep', 'pop dance', 'progressive trance']","A State of Trance Radio Top 50 - 2024, Vol. 1",spotify:album:2G5FykoLipP5ryJESkaKeZ
535,7fCiLPmZ71EujZKSrPhRjB,Drifting and Dreaming,13,66Pq6HMX0YqsJgtUZrFwmo,Connie Smith,39,"['classic country pop', 'nashville sound']","Love, Prison, Wisdom and Heartaches",spotify:album:2gYhd8ZpnbBQvQuKMXpNgs
536,7Bf31w2hAW4f5WuU2nRUiq,Splash Brothers,50,6vXTefBL93Dj5IqAWq6OTv,French Montana,73,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Splash Brothers,spotify:album:6qkiYqlDoSezt8tcUBTofM
537,6aPj6iq1cYfvTbvyYLyQGv,Devuélveme a mi chica,52,60uh2KYYSCqAgJNxcU4DA0,Hombres G,69,"['latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish rock']",Devuélveme a mi chica,spotify:album:3xNMZpxORpL6Hn1V7YNDKT
538,4iXVFEhj6RVfkMJmZLZG2u,Розовые розы,49,462bQVHRwoW4loeQRHlRzq,ELMAN,47,"['russian dance', 'russian pop', 'russian trap']",Розовые розы,spotify:album:7pLXAtSElD5WsGNYAg6iK1
539,5VhnJXl0b0Ddx9iGLAYMqr,Euphoria (FYH398),19,1UtBjqMZBAmqIPlDrKu7Tr,Andrew Rayel,47,"['edm', 'moldovan pop', 'pop dance', 'progressive house', 'trance']",FYH398 - Find Your Harmony Radio Episode #398,spotify:album:2qATz4XBakJwIVEFGeuxjZ
540,5ClKyTOwwIGmztfk0v7ixq,Casual,29,77YbJ4a9IlKX18ck6qoot1,Meg & Dia,42,"['candy pop', 'pixie']",Casual,spotify:album:6DD1fgUKMIv0LdEhux65RO
541,1X094QmqS6TzLf8FrVnY7L,The Feeling - Lost Frequencies & Andromedik Deluxe Mix,50,7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,75,"['belgian edm', 'edm', 'pop dance', 'tropical house']",All Stand Together (Deluxe),spotify:album:7cBrKCUJFq7KgTLy4CJ6ST
542,0HlioiDYWAqP6p73XFUOP7,Manda um Oi - Ao Vivo,66,6m6e7D2TnV0aYMllFFwMxu,Guilherme & Benuto,74,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",Deu Rolo de Novo (Ao Vivo),spotify:album:5cvRAkiIj3vlPZRXvRvHxk
543,6dvhL5vdcfgAnYEcIMS9QB,Memoria Eterna,36,1UtBjqMZBAmqIPlDrKu7Tr,Andrew Rayel,47,"['edm', 'moldovan pop', 'pop dance', 'progressive house', 'trance']",Memoria Eterna,spotify:album:67MvBZidQVloKR0apkep7Y
544,5sMKBEfMoHIygtpYjI6Fuj,Find Your Harmony (FYH398) - Intro,18,1UtBjqMZBAmqIPlDrKu7Tr,Andrew Rayel,47,"['edm', 'moldovan pop', 'pop dance', 'progressive house', 'trance']",FYH398 - Find Your Harmony Radio Episode #398,spotify:album:2qATz4XBakJwIVEFGeuxjZ
545,218WdV0d4ijtTtPTKGuf1E,Starboy (feat. Daft Punk),58,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,93,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Highlights (Deluxe),spotify:album:18sR8zHx4zsVJUI4bHWuPC
546,33SYg1klgURXxWQQSYsWa5,Trees and Colors and Wizards,21,4UHzJP2iKVf0RhKIv7ZE2l,Black Moth Super Rainbow,40,"['chillwave', 'experimental pop', 'noise pop']",Start a People (Expanded),spotify:album:041PtyOTfXejclYgM03oDH
547,4hYkg7rTJ2ifRzAiHUklU1,jamcod,43,4rjlerN21ygkIhmUv55irs,The Jesus and Mary Chain,51,"['alternative rock', 'new wave', 'noise pop', 'post-punk', 'scottish indie', 'shoegaze', 'singer-songwriter', 'uk post-punk']",Glasgow Eyes,spotify:album:537Y3cd2bKYcMTakW8b7YL
548,4Fvn8dbdXbL2tkHbNxadMG,Eat Shit and Die,41,4fwuXg6XQHfdlOdmw36OHa,Paloma Faith,64,"['british soul', 'talent show', 'uk pop']",The Glorification of Sadness,spotify:album:3TpQfWDRBdDBqn9Edfr8uk
549,1DLL8tOoiayr5qBRrJZKn4,The Morning,54,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,93,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Highlights (Deluxe),spotify:album:18sR8zHx4zsVJUI4bHWuPC
550,3PqopR4RhCeEzaAh6leeTq,Sex Drugs Energie (Stan Christ & Zeltak Remix),48,47z7ZrgFoBvVpCnElCE3Zh,Yellow Claw,58,"['dutch house', 'edm', 'electro house', 'electronic trap', 'pop dance']",Sex Drugs Energie (Stan Christ & Zeltak Remix),spotify:album:3DfxYZWNWXbvkAwfpsWCd1
551,6xAKXaDvZINImw0jiiijwu,Arena - Ao Vivo,61,21WAvVROZ83oUvJwFTG2dH,João Bosco e Gabriel,51,['sertanejo pop'],"DNA, Ep. 1 (Ao Vivo)",spotify:album:0KnzgiFAM8M8Op7ahAZb5X
552,5pn9ofs8pPX6bFZO3Dzg6i,Good For You,59,2HkAI0YrEcgoR8QdaURqhO,Dimitri Vegas,70,"['belgian edm', 'pop dance']",Good For You,spotify:album:3CBgdlkaFZHwyfrrHVQ0WD
553,1mKOv0zYm26WLPQRLEwRAR,Não Deixou De Ser Esquema - Ao Vivo,74,41QLxRXlc2NwfJZkHGHKid,Israel & Rodolffo,70,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']","Let's Bora UDI, Vol. 2 (Ao Vivo)",spotify:album:2LwT0vZAXJCOciOvTbAZdf
554,6kCRt7uqhKbxg64VPkRydq,Safe & Sound,32,6MERXsiRbur2oJZFgYRDKz,Vitamin String Quartet,59,['bow pop'],VSQ Performs Taylor Swift,spotify:album:4f5ciuGccXCtsdwfZkpGq3
555,4FT74yBQjZFRf4Bfxf5RuN,September's Gone,33,1INuLZXjjVbcJRyWvD1iSq,Jack & Jack,56,"['pop', 'teen pop']",Home,spotify:album:4riI3YeCVOSwLg6AVlIEO3
556,1yTcddgdL6hdXUzx8rKi4l,Paying Bills At The End Of The World,34,59cc2f0IvGu6YVEtY4cS0p,Aaron West and The Roaring Twenties,43,"['alternative emo', 'anthem emo', 'emo', 'philly indie', 'pop punk']",Paying Bills At The End Of The World,spotify:album:0QRoPmKLTTPo6ccXvcdU0W
557,3ojhKfOBmktX17GUDsFwGi,Me And The Guy On The Piano,33,1y2yWwjdEenenVdGvm3hqi,Dennis van Aarssen,43,['jazz pop'],Just Call It Love,spotify:album:47sgsXaFHbxEPiOFwyKkax
558,7qK4Q4bP6qlsK2Xh7LmgV7,Okay Okay (with Eptic and IDK),32,5R3Hr2cnCCjt220Jmt2xLf,Dillon Francis,61,"['brostep', 'edm', 'electro house', 'moombahton', 'pop dance', 'progressive electro house', 'slap house']",These Remixes Are Fire TOO,spotify:album:5KDYfnaLzovDzekL9CLFJs
559,1pkiuQdHbJ2bsdNp3YPKKR,Weight (feat. Kelsy Karter & The Heroines & Nuno Bettencourt),36,3AoNmoBJyEsBxlAjhrdxtw,Hudson Thames,32,"['indie poptimism', 'la pop']",Weight (feat. Kelsy Karter & The Heroines & Nuno Bettencourt),spotify:album:27WrIw6gOgnAkbg2tpeTjD
560,7fRgijBKshNow1e5r5ifA7,Find Your Harmony (FYH399) - Intro,12,1UtBjqMZBAmqIPlDrKu7Tr,Andrew Rayel,47,"['edm', 'moldovan pop', 'pop dance', 'progressive house', 'trance']",FYH399 - Find Your Harmony Radio Episode #399,spotify:album:4UVwgdNUmGiNLzuMK8ixBx
561,4gc7qfGOq1gNUBd54YHrHZ,After Hours,55,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,93,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Highlights (Deluxe),spotify:album:18sR8zHx4zsVJUI4bHWuPC
562,74AhnhfhchemLDYfwENatT,Little Altar Boy,42,1ZrBGJWLL8NiAjgNifCy90,Smith & Thell,54,['swedish pop'],Little Altar Boy,spotify:album:7uOEgIEagT5lOYG5CUMeKx
563,5XXPBP7Y5efnNitAWxWn80,Is There Someone Else?,54,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,93,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Highlights (Deluxe),spotify:album:18sR8zHx4zsVJUI4bHWuPC
564,2oHW5EW14gL2VG4q0gRh6j,Fine Wine,41,7yPbJOX7olhT3ynAyuj3Zl,Runaway June,36,"['contemporary country', 'country pop', 'country road']","Smoke, Wine & Whiskey",spotify:album:46Gr2IyUZrqMQmzb1anM9o
565,66STnyt1eHMzgtarIAw4D6,You Know That Feel Off Of Me - Win and Woo Remix,30,7MlotYZhHjOlXcvmwrITj8,Tep No,49,"['deep tropical house', 'indie poptimism', 'tropical house']",You Know That Feel Off Of Me (Win and Woo Remix),spotify:album:5xuUIqsOXODoxTUrHddHdm
566,6eqwHUNBxJys1ArZ6wc1nW,"yes, and? - a cappella",31,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,92,['pop'],"yes, and?",spotify:album:2EZRRG16dKOq8vnaRNOA2T
567,4KHQhPfYMDRAHCuCi4N6HI,Home,34,1INuLZXjjVbcJRyWvD1iSq,Jack & Jack,56,"['pop', 'teen pop']",Home,spotify:album:56ksqCCLuVHgvrWAYMuSPE
568,40rgKwMwFh7WHyBBiEKtmQ,Such Love Does,31,6ps9u0MZquDDBReh8XuBeY,Andrea von Kampen,39,['pop folk'],Sister Moon,spotify:album:24xlNlPvcR1JLo72OImkAK
569,1P4XupP33JvbVVGVQeZgjp,Mediterranean X Film,42,4rjlerN21ygkIhmUv55irs,The Jesus and Mary Chain,51,"['alternative rock', 'new wave', 'noise pop', 'post-punk', 'scottish indie', 'shoegaze', 'singer-songwriter', 'uk post-punk']",Glasgow Eyes,spotify:album:537Y3cd2bKYcMTakW8b7YL
570,6N2tiREZANxJ8J7sQ8qEJd,if i can't have you,35,5i4BaWy8YIun1u3RXwmlWn,gianni & kyle,46,['indie pop rap'],if i can't have you,spotify:album:0k1Q5uQIBF92rqpiyK0hAb
571,7geh51STedQfizitdiNPCg,Kita Bikin Romantis,77,18PmEN8ZiHBQlDpxrgR2xs,MALIQ & D'Essentials,66,"['indonesian jazz', 'indonesian pop', 'indonesian reggae']",Kita Bikin Romantis,spotify:album:0empe1Mwd55VSS0tqE6gRo
572,0CZjFMueLyB0tsAf81QUgz,Heart Feels Heavy,29,77YbJ4a9IlKX18ck6qoot1,Meg & Dia,42,"['candy pop', 'pixie']",Heart Feels Heavy,spotify:album:1Ka3RNKEsRW6bF6Q0FLrHG
573,17UoqnSRKmsWbhInoFGq4F,Acquainted,53,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,93,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Highlights (Deluxe),spotify:album:18sR8zHx4zsVJUI4bHWuPC
574,2AU8TS2fzaXwtKqPz2ca4i,Top Tier,42,7ibAWtDtmEfaVhc1FJ3Vl9,Eric Bellinger,60,"['pop r&b', 'r&b']",The Rebirth 3: The Party & The Bedroom,spotify:album:01bHZLLEGrQkliJecHJTmS
575,1z9K5nU6s0UagJ8lIgglSB,Strong (with Brian Wilson),43,59hLmB5DrdihCYtNeFeW1U,Glen Campbell,60,"['adult standards', 'arkansas country', 'classic country pop', 'country rock', 'folk rock', 'mellow gold', 'nashville sound', 'singer-songwriter', 'soft rock']",Strong (with Brian Wilson),spotify:album:3QXbuOxOazfZupFlayezhk
576,4gLYOVcRnkuV1f7NPIpoZ4,Easy on You,34,5H6ZPpGKLbtB3O8idjxIZy,Presley & Taylor,28,['country pop'],Limited Edition (Side B),spotify:album:1LQQDcH7FDlFwuaWUtkfUB
577,7gxUpscvq72a3LTkCbZ4Df,Your Love (feat. Meshell Ndegeocello & Brandee Younger),44,3K0BfjMh2dS8WITuiMuGGW,Lizz Wright,46,"['contemporary vocal jazz', 'jazz pop', 'vocal jazz']",Your Love (feat. Meshell Ndegeocello & Brandee Younger),spotify:album:7BC4W4KBXXK7oBceZyXzB9
578,0JDN3HfdFEg4Em5EcLlvrx,Green & Gold (feat. Charlotte Plank & Riko Dan) - Skepsis VIP Mix,44,4WN5naL3ofxrVBgFpguzKo,Rudimental,70,"['pop dance', 'uk dance', 'uk funky']",Green & Gold (feat. Charlotte Plank & Riko Dan),spotify:album:0WUMpuJhrOTELM02grpqov
579,2RX89Di479sc53wkaNgt9E,Vazou Na Braquiara - Ao Vivo,68,1LIuN7ov1IBQDdLsU83ojl,Hugo & Guilherme,75,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",062 (Ao Vivo),spotify:album:2BvTUSzjyRiATeuIPicQPY
580,4h2fgDf2gpwx5s4IwEr58I,"yes, and? - Jonas Blue Remix",29,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,92,['pop'],"yes, and? (remixes)",spotify:album:7vvPJ2BSUaS8C4dhl3aiYP
581,2RzZMPIZIEomnQDq4eYIaW,I Feel It Coming (feat. Daft Punk),56,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,93,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Highlights (Deluxe),spotify:album:18sR8zHx4zsVJUI4bHWuPC
582,1WbqdJzBawPmNVBL1tT7dK,ดีใจรึเปล่า,67,6f38IgFJNrepAhVQzVRSdh,Whal & Dolph,51,"['t-pop', 'thai indie pop', 'thai indie rock']",ดีใจรึเปล่า,spotify:album:4D1IFvo9V2Y8Ty52v8LcyE
583,6bKyuPymDadhxfpIqJmXYN,In The Middle,37,1P1y4wp6V0CwjhGcXPKgAu,Between You & Me,42,"['anthem emo', 'aussie emo', 'easycore', 'pop punk']",SH!T YEAH,spotify:album:6GCqm5C1JXqH1TvvD6sq2k
584,0Gk62DpRGrikmD6b5fEswM,Too Fun,41,6vXTefBL93Dj5IqAWq6OTv,French Montana,73,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Mac & Cheese 5 (Deluxe),spotify:album:7fSFi7t5otQ1voycWffHLk
585,6percMBXinlT4Bbfm0fMrt,Girl 71,41,4rjlerN21ygkIhmUv55irs,The Jesus and Mary Chain,51,"['alternative rock', 'new wave', 'noise pop', 'post-punk', 'scottish indie', 'shoegaze', 'singer-songwriter', 'uk post-punk']",Girl 71,spotify:album:12BmSRphKMU2iPx2aSFBQn
586,3RzEhrrHxO4wvn8MUfHMqy,Party Monster,52,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,93,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Highlights (Deluxe),spotify:album:18sR8zHx4zsVJUI4bHWuPC
587,1oq1CCEBGkSIIFAzePeZxl,道理都懂 (粵) - 電影《潛行》片尾曲,37,2n3uDrupL8UtFSeZhY38MS,Andy Lau,51,"['c-pop', 'cantopop', 'classic mandopop']",道理都懂 (粵) [電影《潛行》片尾曲],spotify:album:5SP9sn8q8v1BeNONgUaDNO
588,0hNMvtdUaDLUFLBxGY7mn0,You're Going to Be Fine and I'm Going to Hell,36,3W4xM5XYtUp4ifYYPVKVdk,Grandaddy,42,"['alternative rock', 'chamber pop', 'indie rock', 'lo-fi', 'noise pop', 'slowcore']",Blu Wav,spotify:album:1rGrX7K22LN6LOZQ9x802C
589,76nPGzoILoxiq1ntIrixfS,FLOWER & SAINTS,60,6IP4VnqS1pOiQcPVP4zx0H,Prem Dhillon,62,['punjabi pop'],Stolen Dreams,spotify:album:3wKOSB7GTT0aeaXsEJ26G9
590,3OJLYFZlesZvC8eGKFtLOY,Return and Give,21,4U6cZkjQE5aIsCnfL9DaJk,Cavedoll,36,"['indie pop rock', 'slc indie']",Return and Give,spotify:album:57lEMmpUJRtULl12uU0Whh
591,5Say3SxisL7P1VP6DzGK9N,123,34,5i4BaWy8YIun1u3RXwmlWn,gianni & kyle,46,['indie pop rap'],123,spotify:album:2aOT8L9wIog0qednu6QcPx
592,0Pq6Jr40inGySD0w3xPLdi,Girl 71,41,4rjlerN21ygkIhmUv55irs,The Jesus and Mary Chain,51,"['alternative rock', 'new wave', 'noise pop', 'post-punk', 'scottish indie', 'shoegaze', 'singer-songwriter', 'uk post-punk']",Glasgow Eyes,spotify:album:537Y3cd2bKYcMTakW8b7YL
593,6SsKgKgtJGo16X8e04RatV,Traindo No Escuro - Ao Vivo,66,1tKrZaph4cLsnEdqC5BNEQ,Clayton & Romário,68,"['agronejo', 'arrocha', 'sertanejo pop', 'sertanejo universitario']",Ao Vivo Em Brasília (EP1),spotify:album:6PlJ9uEgxI8c9Ao0G0t4uV
594,2ERDrRoXfINMlllNr2QE12,Drugs and Melody,49,7gCoPolzUpHjzOhp22ihoN,BhadBoi OML,52,['nigerian pop'],Bhadriyun (Deluxe),spotify:album:6bZWD4xR2HlYlu9Tw7kuXY
595,2JrRXrgB359mP3QBrObDXI,complicated,33,5i4BaWy8YIun1u3RXwmlWn,gianni & kyle,46,['indie pop rap'],complicated,spotify:album:2SPneqDpoBxPsvdbcPNWSe
596,36sjMtIThTSVgC1iKxEiCg,Thank You (Not So Bad) - Dimitri Vegas x Piero Pirupa Remix,48,73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,71,"['belgian dance', 'belgian edm', 'big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",Thank You (Not So Bad) [Dimitri Vegas x Piero Pirupa Remix],spotify:album:5yWiS6bIHLF416h02Z2vHn
597,4e6Y1mRh9g3mZ3MsdK55FD,De Eu Pra Eu - Ao Vivo,58,6m6e7D2TnV0aYMllFFwMxu,Guilherme & Benuto,74,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",In Casa Vol. 01 (Ao Vivo),spotify:album:2TihUXu9s86Hb0oiTXDQxy
598,22l2VA9x8anuPvhjHgyn7S,Bean Fields,28,6A5Ns1SpGWTt8SzXPwiqVE,Shannon & The Clams,42,"['bay area indie', 'indie garage rock', 'oakland indie', 'power-pop punk']",Big Wheel,spotify:album:7KUHkkV62w9hns96kcEEC1
599,0a2zAX33ZMrd5J73H1Ii9O,Less Than Zero,52,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,93,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Highlights (Deluxe),spotify:album:18sR8zHx4zsVJUI4bHWuPC
600,07INlFYwvIgqBo521Lk6ST,Out of My League,33,4AcHt3JxKy59IX7JNNlZn4,Fitz and The Tantrums,66,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'pov: indie']",Pop Classics - 10s,spotify:album:1m9oU5juvJJx3vSyHS6vCu
601,6r2XJ4GuCkUVX3Jb3XSOzU,Let Me Love You,37,1UtBjqMZBAmqIPlDrKu7Tr,Andrew Rayel,47,"['edm', 'moldovan pop', 'pop dance', 'progressive house', 'trance']",Let Me Love You,spotify:album:0fAVJyzfy7Tt4VBeWH3EYT
602,1Z9BFCla6eGylKYq6q7M4T,Dizzy - Prezioso Remix,45,5vBSrE1xujD2FXYRarbAXc,Olly Alexander (Years & Years),65,"['dance pop', 'gauze pop', 'pop', 'pop dance', 'uk pop']",Dizzy (Prezioso Remix),spotify:album:39A2DkyMHJtbHCngiCsCU3
603,6DLxSl32CR7dklfpQLcxVY,In The Night,51,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,93,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Highlights (Deluxe),spotify:album:18sR8zHx4zsVJUI4bHWuPC
604,5hr6v1jVSkiFaKq8ZvN7Md,Children - Mind Against & Dyzen Remix,47,50Lr1puweM1hFsF1LpIZLM,WhoMadeWho,55,"['alternative dance', 'dance-punk', 'danish indie', 'electronica', 'experimental pop']",Children (Mind Against & Dyzen Remix),spotify:album:1pVZmCuyBjJtYSej1Y4ewc
605,2MZobEIhGmZi07G6TW8Gng,Last of us,51,6L5bLEtpxwd0KOdOr3gtW4,MiyaGi & Endspiel,61,"['estonian hip hop', 'russian hip hop', 'russian trap', 'uzbek pop']",NARRATIVE,spotify:album:44537K7WMywC7LTFcfpMNa
606,6PUmMESNQGhou1MofJPMKq,Gang Slide,40,7ibAWtDtmEfaVhc1FJ3Vl9,Eric Bellinger,60,"['pop r&b', 'r&b']",The Rebirth 3: The Party & The Bedroom,spotify:album:01bHZLLEGrQkliJecHJTmS
607,33DU1WhQ93OUxqwrNfh4D4,Hiding,29,636Zdq45wjoYRFToU0t3Gb,XY&O,26,['indie poptimism'],Hiding,spotify:album:5JP7fvg3UjLY44nqIwIXqB
608,5ZK4PCdvmX404mUd7aPdVf,Biggest Regret (feat. Bbyafricka) - Drum & Bass Remix,39,4VNQWV2y1E97Eqo2D5UTjx,Gorgon City,61,"['future garage', 'house', 'pop dance', 'uk dance']",Biggest Regret (feat. Bbyafricka) [Drum & Bass Remix],spotify:album:5Z2rWGpEnl61vEEwmfXjKI
609,0COTXuruW2MTLXUpSAW9wX,The Moon Is In The Wrong Place,27,6A5Ns1SpGWTt8SzXPwiqVE,Shannon & The Clams,42,"['bay area indie', 'indie garage rock', 'oakland indie', 'power-pop punk']",Big Wheel,spotify:album:7KUHkkV62w9hns96kcEEC1
610,2LP1DPUnAgAxWUmjpwKZgu,Morena De Goiânia - Ao Vivo,72,1LIuN7ov1IBQDdLsU83ojl,Hugo & Guilherme,75,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",Morena De Goiânia (Ao Vivo),spotify:album:78tV4ao8EaGVDPQazQUBGw
611,22BDTVPE3rrAi9JmLlbC9R,Green & Gold (feat. Charlotte Plank & Riko Dan),42,4WN5naL3ofxrVBgFpguzKo,Rudimental,70,"['pop dance', 'uk dance', 'uk funky']",Green & Gold (feat. Charlotte Plank & Riko Dan) [Extended Mix],spotify:album:0NZsCMEeQgSljNrmvQIYSC
612,6q9oBHcplItaDNpTrVnoj5,Jack and Diet Coke,24,4oCk0xbmAtqXZFzXtH3AgF,Redferrin,56,['modern country pop'],Doin' Life,spotify:album:3MZTpxWWnWs3Cuw9zi2k37
613,2pQufQ915Pve9LgCTWs1r5,Out of Time,51,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,93,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Highlights (Deluxe),spotify:album:18sR8zHx4zsVJUI4bHWuPC
614,56cTGB2Igcg08MqiK46HHt,Nasty,40,7ibAWtDtmEfaVhc1FJ3Vl9,Eric Bellinger,60,"['pop r&b', 'r&b']",The Rebirth 3: The Party & The Bedroom,spotify:album:01bHZLLEGrQkliJecHJTmS
615,3VromOo5TTtCZntJirw8Dl,Sister Moon,31,6ps9u0MZquDDBReh8XuBeY,Andrea von Kampen,39,['pop folk'],Sister Moon,spotify:album:24xlNlPvcR1JLo72OImkAK
616,0X677zsapPc2MM9nHqevp8,Someone To Forget - NIO & MAMBA Remix,1,0P2bZXPyjHYRW4guHVAFl1,ARMNHMR,45,"['melodic dubstep', 'pop edm']",Together As One (Remixes),spotify:album:3dM2A27Ki3TlqHMVaaxyb3
617,10UV0GA408i11E6eSloCb4,CLEAR,38,7MDpxR0Wzmqg7Ty7aJ77lu,Suté Iwar,26,"['alte', 'nigerian hip hop', 'nigerian pop']",Clear / Rinse & Repeat,spotify:album:646oxcwrISUFht8JJV0N07
618,7AaXqLqmrZtRmOr5tIjn8D,Não Sei Se Tô Solteiro - Ao Vivo,70,2Z0lRIqr997lIUiPtrpKCr,Matheus & Kauan,75,"['agronejo', 'arrocha', 'pop nacional', 'sertanejo', 'sertanejo universitario']",Não Sei Se Tô Solteiro (Ao Vivo),spotify:album:0u8okX97LClxTnqU6192gA
619,0BHt079FxykoRheDqAxoAi,Iron and Bone,19,4U6cZkjQE5aIsCnfL9DaJk,Cavedoll,36,"['indie pop rock', 'slc indie']",Iron and Bone,spotify:album:1zNjcYAmuNPXHzywXlWpPI
620,1cfVazMGaMohXaEMOmNv6c,Bekaar Dil,63,5wJ1H6ud777odtZl5gG507,Vishal Mishra,75,"['desi pop', 'filmi', 'modern bollywood']",Fighter,spotify:album:5p1147cCqxrWBDZAtaDR54
621,6hWz8URPgTEJLB7Eqop4OT,"Ducky, Boris and Dart",32,3W4xM5XYtUp4ifYYPVKVdk,Grandaddy,42,"['alternative rock', 'chamber pop', 'indie rock', 'lo-fi', 'noise pop', 'slowcore']",Blu Wav,spotify:album:1rGrX7K22LN6LOZQ9x802C
