,track_uri,track_name,track_pop,artist_uri,artist_name,artist_pop,artist_genres,album,album_uri
247,0Fh0rts8GucWaX0skzATzJ,Alabama Haint (Runnner Remix),34,65o6y7GtoXzchyiJB3r9Ur,Penny and Sparrow,47,"['acoustic pop', 'indie folk', 'indiecoustica', 'stomp and flutter', 'stomp and holler']",Yellow Yellow,spotify:album:5QaT12dKDLUohRKRjy42l9
248,62KfW23DiRCfZKUUF5iDPD,Smoking Rooms,43,59cc2f0IvGu6YVEtY4cS0p,Aaron West and The Roaring Twenties,43,"['alternative emo', 'anthem emo', 'emo', 'philly indie', 'pop punk']",In Lieu Of Flowers,spotify:album:7AD9yxetOfulcCBFHvyuxv
249,0xOFW7N80Xv62u5X8tXa2O,Cheyenne (JLV Remix),35,65o6y7GtoXzchyiJB3r9Ur,Penny and Sparrow,47,"['acoustic pop', 'indie folk', 'indiecoustica', 'stomp and flutter', 'stomp and holler']",Yellow Yellow,spotify:album:5QaT12dKDLUohRKRjy42l9
250,2qglv8uHXSKmygEBJE9pv9,All in Good Time,43,4M5nCE77Qaxayuhp3fVn4V,Iron & Wine,62,"['acoustic pop', 'chamber pop', 'indie folk', 'indie rock', 'stomp and holler']",Anyone's Game,spotify:album:5hwXI988oNGsIbOrdc2pQ7
251,7d3UPWqiHLpqMWU0lAJVpN,Roman Candles,43,59cc2f0IvGu6YVEtY4cS0p,Aaron West and The Roaring Twenties,43,"['alternative emo', 'anthem emo', 'emo', 'philly indie', 'pop punk']",In Lieu Of Flowers,spotify:album:7AD9yxetOfulcCBFHvyuxv
252,1Xkt5JZieZSvISKQgLSCSs,Monongahela Park,43,59cc2f0IvGu6YVEtY4cS0p,Aaron West and The Roaring Twenties,43,"['alternative emo', 'anthem emo', 'emo', 'philly indie', 'pop punk']",In Lieu Of Flowers,spotify:album:7AD9yxetOfulcCBFHvyuxv
253,47q1ldPZ1Ey0PQso5XaShr,In The Middle,47,1P1y4wp6V0CwjhGcXPKgAu,Between You & Me,42,"['anthem emo', 'aussie emo', 'easycore', 'pop punk']",In The Middle,spotify:album:4JfZiB5Vd80jkWpccwPLfS
254,3Oo9zqlxcXNEaINhiXOrBm,Vermilion,51,0FRUZvZNPzM3YJMABJxf2K,WENDY,59,"['k-pop', 'korean pop']",Wish You Hell - The 2nd Mini Album,spotify:album:3f8n88uX0tNvA8HTROgSkr
255,1YlPE0nxWFDTfp346gkXUr,Cheyenne (JLV Remix),39,65o6y7GtoXzchyiJB3r9Ur,Penny and Sparrow,47,"['acoustic pop', 'indie folk', 'indiecoustica', 'stomp and flutter', 'stomp and holler']",Cheyenne (JLV Remix),spotify:album:6eIlDRSWKOtaJi66YCpk4e
256,7gUGUxk5e8CITDVwxmmhfL,On & On (Mixed),51,0SfsnGyD8FpIN4U4WCkBZ5,Armin van Buuren,72,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",Live at Ultra Music Festival Miami 2024 (Mainstage) [Highlights],spotify:album:5y9UMEZY5e47d66v1GDTm9
257,11ymEqtNZbin6uRKr9w271,Head Down - Lost Frequencies & SUARK Deluxe Mix,56,7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,75,"['belgian edm', 'edm', 'pop dance', 'tropical house']",All Stand Together (Deluxe),spotify:album:7cBrKCUJFq7KgTLy4CJ6ST
258,57yvq1ThmT4PYWa8iaK4GJ,"Box Of Stars Pt. 1 (feat. Kirk Franklin, CHIKA, D Smoke, Sho Madjozi, Yelle & Kanyi Mavi)",52,0QWrMNukfcVOmgEU0FEDyD,Jacob Collier,61,['uk alternative pop'],Djesse Vol. 4,spotify:album:13r6eqjYlKELFQlNvVCBz1
259,2yM0IzKSJqVmO1rt7FJSud,Voilà - Live,36,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
260,3zOdLp9zYIZU8H3d8x4Iin,Mar y Bosque,60,0AQMbCYt6y84wEHGzScKve,Andrés Obregón,56,['latin arena pop'],Mar y Bosque,spotify:album:2y4H560JI27JUR71OjyRax
261,73r5l0ziTqgV5x7zPyVq4x,Back and Forth,36,40giwFcTQtv9ezxW8yqxJU,Chiddy Bang,46,"['indie pop rap', 'philly rap', 'pop rap']",Back and Forth,spotify:album:3RHBlaPu5nvL2xbIegD6Lk
262,3Lu7oymnqlIGUxcHgNShsK,Spitting In The Wind,43,59cc2f0IvGu6YVEtY4cS0p,Aaron West and The Roaring Twenties,43,"['alternative emo', 'anthem emo', 'emo', 'philly indie', 'pop punk']",In Lieu Of Flowers,spotify:album:7AD9yxetOfulcCBFHvyuxv
263,1LcPq1JuXvI0MRo8l9lgdZ,Stand United,53,6vXTefBL93Dj5IqAWq6OTv,French Montana,73,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Mac & Cheese 5,spotify:album:5eNbrlazXci6OR5uQeFfV3
264,7gV0JUVKdagMKks6rOe86f,goodbye and godspeed,42,0MBNzfGHTiPYag4DupDXUj,Sarah Kang,53,['nyc pop'],goodbye and godspeed,spotify:album:1xhML2f0BEdmAe2Iu00l9u
265,1ao6ivJ3Ad6Tgr3hjVTcrT,"Entry Of The Gladiators, ARV - Live",35,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
266,7yYur6YhUetXZj6b2CnWrE,Self Sabotage,52,0nnF48t4C8uqGS5HPnCN3F,49th & Main,50,['irish pop'],Self Sabotage,spotify:album:1xL7LvJtJlAjWPrtA7Aj0v
267,24uRIoablgovlQdlG373Wy,Ballade pour Adeline - Live,34,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
268,05CiLrOexNDfOvmVzFD2KN,Oh Happy Day - Live,34,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
269,2wZk2RXbyIIivAi88SZgez,Fake Friends,52,6vXTefBL93Dj5IqAWq6OTv,French Montana,73,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Mac & Cheese 5,spotify:album:5eNbrlazXci6OR5uQeFfV3
270,15dJcY0w5ldNpYu3q7of9r,Paper Kingdoms,35,4FnTMVmIxn0KHS5IplpaLD,Steph Andrews,22,['pop worship'],Paper Kingdoms,spotify:album:1lAFuZAxrCJDm9nixqB0Gr
271,6wgIzrHfsWKX3pyVk6NeLo,Screenshotted / Nasty & Naughty,14,5M0lbkGluOPXLeFjApw8r8,DRAM,56,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",DRAM&B,spotify:album:49zMWsQ2NOpQaTH9M9iNVg
272,248XV8sokn6Psos2tTq8lD,Burn The Witch,44,6oFs3qk4VepIVFdoD4jmsy,PVRIS,59,"['pixie', 'pop emo', 'pop punk']",Oil & Water,spotify:album:1I5q2NXnbfIgdKVnnMZGZg
273,23NnhsOiuR9sYdrgwxV1RS,Meet Me,46,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,55,"['chicago punk', 'emo', 'pop punk', 'punk', 'skate punk']","Blood, Hair, And Eyeballs",spotify:album:3BQK669H6FrqGVd7YtxNIs
274,11ISKKk72CZ72UyjrzYWla,Paying Bills At The End Of The World,42,59cc2f0IvGu6YVEtY4cS0p,Aaron West and The Roaring Twenties,43,"['alternative emo', 'anthem emo', 'emo', 'philly indie', 'pop punk']",In Lieu Of Flowers,spotify:album:7AD9yxetOfulcCBFHvyuxv
275,5TkWFAXNqGQsTDBHhwWk4r,Blaze Away - Live,32,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
276,2r1L6F0JvRf4eUboSZGYwb,Si Te Preguntan... - feat. Nicky Jam & Jay Wheeler,53,3MHaV05u0io8fQbZ2XPtlC,Prince Royce,74,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']",LLAMADA PERDIDA,spotify:album:14ZGI8bUlOfVKT8SBLFjjT
277,6d2JJCLcg02uteyuvFVmCq,Wild God,59,4UXJsSlnKd7ltsrHebV79Q,Nick Cave & The Bad Seeds,60,"['alternative rock', 'chamber pop', 'permanent wave', 'singer-songwriter']",Wild God,spotify:album:0mDWCfytbtRYgiWzjUQrnp
278,4j9svzcj4iZk9q0LTpa1MK,Exodus Song - Live,31,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
279,3Wvd6DNJRrc5F34ONp02W7,Funiculi Funicula - Live,32,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
280,44YUZhrfk2Rexdd3RPjExx,Nel blu dipinto di blu - Live,32,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
281,3cwfg7rkOtyVOdBeNhBSaU,RNB (feat. Lil Wayne & Tate Kobang),44,0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,84,"['hip pop', 'pop', 'queens hip hop', 'rap']",Pink Friday 2 (Gag City PLUTO Edition),spotify:album:2lbQSK3qnWtWVYwjZiyvbM
282,23uENAPPaMb6FTysqDWAF5,Highland Cathedral - Live,30,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
283,4fwode2LHBWDTfmmEFR9mw,Quero Ver Cês Terminar,70,2KZFvVVk9lxD85USaOv76T,Gustavo Moura & Rafael,62,['sertanejo pop'],"Um Novo Ciclo, Vol. 2",spotify:album:7GYAwXypZS3oJK7IvUphzV
284,5NaGhrVhnitqe3D3yoV120,It's Raining Men - Live,29,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
285,44r2gCnMcHdLrVSm4EgaHN,Guddi Charhi Hoyi A,51,25bvyjHJAszeSV3q0TmEhY,Jazzy B,50,"['bhangra', 'classic bhangra', 'punjabi pop']",Ustad Ji King Forever,spotify:album:5EsAWO87GitReWfkI2TBzA
286,0aPKEBX6lb6A5KCLte9lje,Run Away,56,6SKusTjOAPsTZ6kareKQdm,TAEYONG,61,['k-pop'],TAP - The 2nd Mini Album,spotify:album:5PliHwqYkEzdXHZnA6scC0
287,3y8cVvbx0Az2uUG6bYZo7t,Can't Help Falling In Love - Live,28,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
288,5Y4ADkS2JQKN3eDjRmX1sO,I Will Follow Him - Live,28,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
289,1q2KqXsWN6bh9xw3ZqZUUt,Im weißen Rössl - Live,28,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
290,2ByI0iFEpk8ebVjw4oxjyK,"Amazing Grace, ARV_15 - Live",26,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
291,3v5TNnAitZ0rKnaEYG151L,Czardasfürstin - Live,28,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
292,1rffDzK4moAeyvq2ZZt6vD,I Belong To Me - Live,28,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
293,5qG8BG2CG1yRdtxvn8t5ts,"yes, and?",38,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,92,['pop'],eternal sunshine (slightly deluxe),spotify:album:7o1sRzLtTs8dAkvYxHtDVb
294,53g7ZIvZE47H9pwXPFYMCH,Love wins all,62,3HqSLMAZ3g3d5poNaI7GOU,IU,71,"['k-pop', 'pop']",The Winning,spotify:album:08CvAj58nVMpq1Nw7T6maj
295,3CdxUoQ87N1lu0MRkghNBw,"Amen, ARV_11 - Live",26,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
296,2HbiZgElMcF2aUS4ahDcSe,"Oh When The Saints, ARV_11 - Live",27,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
297,0WUfD4IZdOgo85xz3YX3oh,"yes, and? - slowed",38,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,92,['pop'],"yes, and?",spotify:album:6mNdtZhr5zcz2SLzyPxweY
298,1OXKFNcihpAC6XZxVlQW09,Alone At St. Luke's,42,59cc2f0IvGu6YVEtY4cS0p,Aaron West and The Roaring Twenties,43,"['alternative emo', 'anthem emo', 'emo', 'philly indie', 'pop punk']",In Lieu Of Flowers,spotify:album:7AD9yxetOfulcCBFHvyuxv
299,0Xmdrsz0UcMBlJdf44DKnc,Tutti Frutti - Live,24,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
300,6ms0C4zO9FnVUISAabahw9,"Libiamo, ARV_10 - Live",25,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
301,1mSNwtjsEhbjtvxhhMmwwx,Boléro - Live,26,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
302,61XdACHMCeXkSuunfgJ1eJ,"The Beautiful Blue Danube, ARV_15 - Live",27,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
303,6xnjb6Rjx6th1z1xjXEcqo,"Radetzkymarsch, ARV_15 - Live",26,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
304,5xm0KuowWPhvzZGfUh6vzt,Caro Nome - Live,25,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
305,15Y9mt3362mNCNUUDY53Bo,"Adieu, mein kleiner Gardeoffizier - Live",24,3hJv5p2HwekJysNB2NDnEC,André Rieu,61,"['easy listening', 'operatic pop', 'pop violin']",Love Is All Around (Live),spotify:album:5b0u2tVvIBt5lmoNT51F7A
306,3dpSEMNMajGGCeUrUZDxL1,Out of My League - Chill AF,40,4AcHt3JxKy59IX7JNNlZn4,Fitz and The Tantrums,66,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'pov: indie']",Out of My League (Chill AF),spotify:album:1UXKnbK1xgkrVG8L7LQqii
307,2K5rOKuCxABEObVGMy8q29,Scars,46,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,55,"['chicago punk', 'emo', 'pop punk', 'punk', 'skate punk']","Blood, Hair, And Eyeballs",spotify:album:3BQK669H6FrqGVd7YtxNIs
308,3fewRDlqyrQbb9aCMM8gb9,Whiskey Glasses,40,4yoepOpyKCDc3xDj0fX21r,First and Forever,47,['pop punk'],Whiskey Glasses,spotify:album:7hoIV4EBOKuxN3Zzo1q12B
309,71uN50XgLYyAJaSXr0TNsY,Jet Plane,61,6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,73,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",Jet Plane (with VIZE & JP Cooper),spotify:album:7iceVLH1NBbwX6Ij7XUBKv
310,3FrJCNsmxAlrZm20OgMf4x,Meet Me,44,4k3yrCOPB5wp2ne8R9MQoM,Janine,46,"['nz pop', 'pop r&b']",Meet Me,spotify:album:1aTv29hsfv6RFSTgdiNARV
311,1FLSBJWTw1ZLcJVqpOLMS7,Whiplash,42,59cc2f0IvGu6YVEtY4cS0p,Aaron West and The Roaring Twenties,43,"['alternative emo', 'anthem emo', 'emo', 'philly indie', 'pop punk']",In Lieu Of Flowers,spotify:album:7AD9yxetOfulcCBFHvyuxv
312,16TyjAiSkhVm5pmSccJcsW,EASY (Drum & Bass Remix),50,4SpbR6yFEvexJuaBpgAU5p,LE SSERAFIM,79,['k-pop girl group'],EASY (Remixes),spotify:album:75rFaEWO9nufjSlTcg3wPS
313,5GpbzkD4BhgTLOABvZv9E6,In Lieu Of Flowers,41,59cc2f0IvGu6YVEtY4cS0p,Aaron West and The Roaring Twenties,43,"['alternative emo', 'anthem emo', 'emo', 'philly indie', 'pop punk']",In Lieu Of Flowers,spotify:album:7AD9yxetOfulcCBFHvyuxv
314,1MCBBXBSRlDcIIZlrA09Yd,Every Flavor Jelly,50,6QHP8St0MzfNDqjKpwtMht,xikers,52,['k-pop boy group'],HOUSE OF TRICKY : Trial And Error,spotify:album:4JyXIbXVhgzCa7DU0K6V1O
315,6zeDZ7S5TJ8kIn3V0OGVvV,Young Hearts (Polo & Pan Remix),49,4gHcu2JoaXJ0mV4aNPCd7N,Benny Sings,59,"['dutch pop', 'indie soul']",Young Hearts (Polo & Pan Remix),spotify:album:5UCvSYbby8k6RQam1apbbz
316,23U3Ot7sX68cCQ1DNZNYHl,Runnin' Out Of Excuses,41,59cc2f0IvGu6YVEtY4cS0p,Aaron West and The Roaring Twenties,43,"['alternative emo', 'anthem emo', 'emo', 'philly indie', 'pop punk']",In Lieu Of Flowers,spotify:album:7AD9yxetOfulcCBFHvyuxv
317,1GxNDaFx9411X1g7cCf55E,"yes, and? - The Blessed Madonna’s Godsquad Mix",39,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,92,['pop'],"yes, and? (remixes)",spotify:album:0kHBlnc69hLOSyXAZn2yeX
318,0nj7279qa5psHwVFQlCWny,Black And White - Live from Spotify Studios,42,1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,74,['pop'],Live from Spotify Studios,spotify:album:2jTuIdO2IX2TlMyt1dyZxh
319,6dxLk1hzBac9hghocNmfTu,Dogs & Rocks,36,2sNHl4oXsU0DVTy9u1otGt,Birdtalker,44,"['folk-pop', 'stomp and holler']",Dogs & Rocks,spotify:album:1DvGjpLiDhd4ASB6yZD65T
320,5ve2Ek57WT8qInD6zlElsC,I'm An Albatross,41,59cc2f0IvGu6YVEtY4cS0p,Aaron West and The Roaring Twenties,43,"['alternative emo', 'anthem emo', 'emo', 'philly indie', 'pop punk']",In Lieu Of Flowers,spotify:album:7AD9yxetOfulcCBFHvyuxv
321,6qHHb5Cdk5zQggpmaAxTmT,Teenage Heart,45,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,55,"['chicago punk', 'emo', 'pop punk', 'punk', 'skate punk']","Blood, Hair, And Eyeballs",spotify:album:3BQK669H6FrqGVd7YtxNIs
322,0pMqb24GW0NLPVkVw8NMVT,SEVEN (with Lil Wayne),55,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,78,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",INSANO,spotify:album:0tpIUAzCeUkoV4u2r5NrQr
323,37LyXBoY616w4BF7jaXT4m,Jack and Diet Coke (feat. Bozza),34,4oCk0xbmAtqXZFzXtH3AgF,Redferrin,56,['modern country pop'],Jack and Diet Coke (feat. Bozza),spotify:album:2hhRbQL6V3UknbiouPNoxT
324,0JujZ8PVcQ7kZbaqkc3aAh,Undone,47,7q7IUe2AqtifSZ2q52kHFc,Forest Blakk,60,['singer-songwriter pop'],Undone (Love & Loss),spotify:album:2e3Khs3vVusg6i0Ly2wni9
325,616yEEd2w2dBiHk2P6Y6H8,Swimmers (Hushed),38,3UAk61T8PItbpgEi9u7ofY,Andrew Belle,51,['acoustic pop'],Swimmers (Hushed),spotify:album:2B2vP4TJ7k6ByFYZLhmO8B
326,2r7MoHtitzKHiJbcvHVulm,You're the Sea (Hushed),38,3UAk61T8PItbpgEi9u7ofY,Andrew Belle,51,['acoustic pop'],You're the Sea (Hushed),spotify:album:3JuJBx1ND4kJnflnIJjySV
327,5jJQi8kGgcnLiwFZdxvTBF,Praise God,51,6vXTefBL93Dj5IqAWq6OTv,French Montana,73,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Mac & Cheese 5,spotify:album:5eNbrlazXci6OR5uQeFfV3
328,02Tv2Vowd6Dh2ctsY8CGv8,Goals,51,6vXTefBL93Dj5IqAWq6OTv,French Montana,73,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Mac & Cheese 5,spotify:album:5eNbrlazXci6OR5uQeFfV3
329,3844ad10ky8mdnCjUbS8qY,Dead Leaves,40,59cc2f0IvGu6YVEtY4cS0p,Aaron West and The Roaring Twenties,43,"['alternative emo', 'anthem emo', 'emo', 'philly indie', 'pop punk']",In Lieu Of Flowers,spotify:album:7AD9yxetOfulcCBFHvyuxv
330,3CjJmxi4OdSN6vuqxCxzHQ,Over & Over,44,6FkhUhUwSPl3mGB6mmE8wn,CRAVITY,50,['k-pop'],EVERSHINE,spotify:album:6Vann84OY36Th0qtrewvKJ
331,53FRw50zZta2JRtxctUaRk,Talk To Me,51,6vXTefBL93Dj5IqAWq6OTv,French Montana,73,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Mac & Cheese 5,spotify:album:5eNbrlazXci6OR5uQeFfV3
332,32fTEoGLrZCmoHpqWzK9TS,Lost and Alone,36,0uTm0qJYe4kohhpRAFbILZ,Go For Gold,34,"['arkansas indie', 'pop punk']",Lost and Alone,spotify:album:25FfMd1JVk882fU4aswfpA
333,3NwgaZy6Wp85THxBQmOJNP,Resquícios,69,3FlCKtwOEYQQYyGVEbxG2Z,George Henrique & Rodrigo,67,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",Resquícios,spotify:album:0gaFrQZCebe2a45LTs6zCI
334,2LQ67PtoEgJSaRSqoh4k2E,Greve De Beijo - Ao Vivo,75,41QLxRXlc2NwfJZkHGHKid,Israel & Rodolffo,70,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",Let's Bora UDI (Ao Vivo),spotify:album:6qoyIq6P1ARy6Chl6WHFTf
335,0g998xGTsjf9uTVJ9SksS4,End Of Time (feat. Jordan Shaw),57,5wwneIFdawNgQ7GvKK29Z3,Lucas & Steve,57,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",End Of Time (feat. Jordan Shaw),spotify:album:0LOBvrnYTIvHZkLoDEWgWY
336,6sQazE95jwum2l642zafzG,Digitando - Ao Vivo,70,2KZFvVVk9lxD85USaOv76T,Gustavo Moura & Rafael,62,['sertanejo pop'],Digitando (Ao Vivo),spotify:album:5WFZf12viVUy3eBHLsnBSp
337,3KoDm1xw1CpAPpFe5JTQZi,Numbers (Hushed),38,3UAk61T8PItbpgEi9u7ofY,Andrew Belle,51,['acoustic pop'],Nightshade (Hushed),spotify:album:4CgbPhjHY8f2Urad12CcJT
338,48RuBwMRpdk9q5ipkiHqCG,You and I,45,24Sxfn1uAoJmuR9N72drt9,Mike Candys,57,['pop house'],You and I,spotify:album:3bEFdiN89EJAf9nEGBlXYA
339,42QabY91Nr6his3sC4eWcu,Brick by Brick,49,0Obcl00RkSejk0z0m4vUwT,Drew Holcomb,43,"['acoustic pop', 'indiecoustica']",Brick by Brick,spotify:album:4PTMRy87YM0k9gwhTH6Fop
340,5fh1s6QiE5oK9mgNhmBB2m,Euphoria,41,1UtBjqMZBAmqIPlDrKu7Tr,Andrew Rayel,47,"['edm', 'moldovan pop', 'pop dance', 'progressive house', 'trance']",Euphoria,spotify:album:5fMcmDSfACAFgHhO8YJJFd
341,6YgLfZRRyZ22lYuEMg5rC7,The Last Drag,47,4S2yOnmsWW97dT87yVoaSZ,NOFX,59,"['punk', 'skate punk', 'socal pop punk']",Half Album,spotify:album:6TabKLBAyynahNuuxaKGOD
342,5cTYNNvFtfVtRbGj6073U3,Earned It (Fifty Shades Of Grey),67,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,93,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Highlights (Deluxe),spotify:album:18sR8zHx4zsVJUI4bHWuPC
343,2eOCC4Dd8kjSoCz9pyDLqZ,Broken Down In A Time Machine,44,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,55,"['chicago punk', 'emo', 'pop punk', 'punk', 'skate punk']","Blood, Hair, And Eyeballs",spotify:album:3BQK669H6FrqGVd7YtxNIs
344,0gffIJd1VcWekSXslfUIf0,Popular (Slowed) (with Playboi Carti & Madonna),50,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,93,"['canadian contemporary r&b', 'canadian pop', 'pop']",Popular,spotify:album:1jUzZrcAvwJB1uzbgEBMnd
345,6fZtxO9FldP4z7RKzhmy7z,Water and Bone,34,0SLXOHoqcGPOsH9RZETtp1,7 Hills Worship,49,"['pop worship', 'worship']",... Like Poetry,spotify:album:5Khedo5KG1UC4i5QVxGkA0
346,32zDh6HMAp8ffcxJXggCcO,Casino Life 3,50,6vXTefBL93Dj5IqAWq6OTv,French Montana,73,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Mac & Cheese 5,spotify:album:5eNbrlazXci6OR5uQeFfV3
347,10EIAinXUmcRQFdmTVeupA,Love Me Enough (feat. Monica & Keyshia Cole),50,0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,84,"['hip pop', 'pop', 'queens hip hop', 'rap']",Pink Friday 2 (Gag City PLUTO Edition),spotify:album:2lbQSK3qnWtWVYwjZiyvbM
348,0FrWTsfaMNu6ExwYSDOvdq,Dirty Bronx Intro,51,6vXTefBL93Dj5IqAWq6OTv,French Montana,73,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Mac & Cheese 5,spotify:album:5eNbrlazXci6OR5uQeFfV3
349,1JCLkLZo4z6R6TkkMhdguU,When We Were Young (The Logical Song) - Steve Aoki & KAAZE Remix,54,1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,86,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",When We Were Young (The Logical Song) [Steve Aoki & KAAZE Remix],spotify:album:5SfotbjDPkyEhxArLJctIa
